# host                  id     x     y     z stress   t_real     t_cpu     t_mem      t_io       cpu util  eff  load       mem        io
boskop       STAT_EXE.2560  2560  2560   250     0    153.08      1.58
boskop            PRO.2560  2560  2560   250     7    331.80 --------- --------- ---------  92732.52 0.21 0.71  8.10   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     7    338.94 --------- --------- ---------  92898.29 0.20 0.71  8.13   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     7    337.79 --------- --------- ---------  92713.94 0.21 0.71  8.13   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     7    336.34 --------- --------- ---------  92822.22 0.21 0.71  8.12   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     7    335.93 --------- --------- ---------  92667.85 0.21 0.71  8.03   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     7    343.58 --------- --------- ---------  92883.89 0.20 0.71  8.12   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     7    340.93 --------- --------- ---------  92731.28 0.20 0.71  8.07   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     7    338.97 --------- --------- ---------  92889.02 0.20 0.71  8.12   2015.98   1437.55
boskop       MEAN_PRO.2560  2560  2560   250     7    338.09 --------- --------- ---------  92792.95 0.21 0.71  8.11   2015.98   1437.55
boskop        STD_PRO.2560  2560  2560   250     7      3.01 --------- --------- ---------     86.53 0.00 0.00  0.03      0.00      0.00
boskop       STAT_PRO.2560  2560  2560   250     7    338.09      3.01 --------- --------- --------- --------- --------- ---------  92792.95     86.53 0.21 0.00 0.71 0.00  8.11  0.03   2015.98      0.00   1437.55      0.00
boskop            EMU.2560  2560  2560   250     7    316.10    312.03     30.55     13.77  90859.98 0.21 0.66  8.04   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     7    315.48    311.60     29.99     14.19  90937.91 0.22 0.66  8.44   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     7    319.84    315.92     29.86     13.63  90929.46 0.21 0.65  8.33   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     7    319.57    315.48     29.12     13.82  90896.95 0.21 0.66  8.01   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     7    319.71    315.67     29.60     13.87  90902.98 0.21 0.66  8.11   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     7    320.48    316.50     29.04     14.11  90896.43 0.21 0.66  8.12   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     7    321.51    317.47     29.55     13.86  90848.71 0.21 0.65  8.03   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     7    323.25    319.30     30.15     13.84  90884.01 0.21 0.66  8.03   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     7    322.16    318.13     29.84     13.96  90866.02 0.21 0.66  8.08   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     7    323.32    319.33     30.93     13.80  90937.79 0.21 0.66  8.08   2015.41   1438.00
boskop       MEAN_EMU.2560  2560  2560   250     7    320.14    316.14     29.86     13.89  90896.03 0.21 0.66  8.13   2015.41   1438.00
boskop        STD_EMU.2560  2560  2560   250     7      2.54      2.53      0.56      0.16     30.41 0.00 0.00  0.14      0.00      0.00
boskop       STAT_EMU.2560  2560  2560   250     7    320.14      2.54    316.14      2.53     29.86      0.56     13.89      0.16  90896.03     30.41 0.21 0.00 0.66 0.00  8.13  0.14   2015.41      0.00   1438.00      0.00

boskop            EXE.2560  2560  2560   250     8    375.50
boskop            EXE.2560  2560  2560   250     8    378.65
boskop            EXE.2560  2560  2560   250     8    378.75
boskop            EXE.2560  2560  2560   250     8    372.79
boskop            EXE.2560  2560  2560   250     8    381.76
boskop            EXE.2560  2560  2560   250     8    374.49
boskop            EXE.2560  2560  2560   250     8    372.45
boskop            EXE.2560  2560  2560   250     8    374.22
boskop            EXE.2560  2560  2560   250     8    376.65
boskop            EXE.2560  2560  2560   250     8    378.95
boskop       STAT_EXE.2560  2560  2560   250     8    376.42      2.89
boskop            PRO.2560  2560  2560   250     8    374.89 --------- --------- ---------  92714.30 0.18 0.71  9.10   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     8    379.06 --------- --------- ---------  92786.35 0.18 0.71  9.12   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     8    379.92 --------- --------- ---------  92711.38 0.18 0.71  9.12   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     8    379.56 --------- --------- ---------  92714.82 0.18 0.71  9.08   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     8    371.91 --------- --------- ---------  92733.94 0.19 0.71  9.04   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     8    377.11 --------- --------- ---------  92747.21 0.18 0.71  9.05   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     8    378.56 --------- --------- ---------  92742.64 0.18 0.71  9.07   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     8    378.48 --------- --------- ---------  92679.50 0.18 0.71  9.31   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     8    379.59 --------- --------- ---------  92727.11 0.18 0.71  9.31   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     8    375.09 --------- --------- ---------  92737.98 0.18 0.71  9.13   2015.98   1437.55
boskop       MEAN_PRO.2560  2560  2560   250     8    377.42 --------- --------- ---------  92729.52 0.18 0.71  9.13   2015.98   1437.55
boskop        STD_PRO.2560  2560  2560   250     8      2.51 --------- --------- ---------     26.63 0.00 0.00  0.09      0.00      0.00
boskop       STAT_PRO.2560  2560  2560   250     8    377.42      2.51 --------- --------- --------- --------- --------- ---------  92729.52     26.63 0.18 0.00 0.71 0.00  9.13  0.09   2015.98      0.00   1437.55      0.00
boskop            EMU.2560  2560  2560   250     8    355.03    351.07     31.79     14.04  90825.52 0.19 0.66  9.05   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     8    358.10    354.04     32.86     13.85  90824.25 0.19 0.65  9.05   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     8    359.90    355.79     31.76     14.73  90956.96 0.19 0.66  9.07   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     8    353.19    349.25     32.97     14.55  90810.55 0.19 0.66  9.01   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     8    358.20    354.14     31.89     14.36  90910.37 0.19 0.66  9.01   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     8    369.05    364.99     31.43     14.61  90894.39 0.18 0.65  9.04   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     8    367.47    363.56     32.80     14.41  90821.17 0.18 0.65  9.00   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     8    367.09    363.13     33.65     14.33  90869.86 0.19 0.65  9.10   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     8    364.18    360.19     30.02     14.39  90833.95 0.19 0.66  9.01   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     8    361.04    356.91     30.77     14.27  90730.35 0.19 0.66  9.06   2015.41   1438.00
boskop       MEAN_EMU.2560  2560  2560   250     8    361.33    357.31     31.99     14.35  90847.74 0.19 0.66  9.04   2015.41   1438.00
boskop        STD_EMU.2560  2560  2560   250     8      5.17      5.17      1.04      0.25     59.68 0.00 0.00  0.03      0.00      0.00
boskop       STAT_EMU.2560  2560  2560   250     8    361.33      5.17    357.31      5.17     31.99      1.04     14.35      0.25  90847.74     59.68 0.19 0.00 0.66 0.00  9.04  0.03   2015.41      0.00   1438.00      0.00

boskop            EXE.2560  2560  2560   250     9    411.25
boskop            EXE.2560  2560  2560   250     9    409.71
boskop            EXE.2560  2560  2560   250     9    421.14
boskop            EXE.2560  2560  2560   250     9    408.53
boskop            EXE.2560  2560  2560   250     9    414.35
boskop            EXE.2560  2560  2560   250     9    412.80
boskop            EXE.2560  2560  2560   250     9    418.93
boskop            EXE.2560  2560  2560   250     9    410.65
boskop            EXE.2560  2560  2560   250     9    407.51
boskop            EXE.2560  2560  2560   250     9    408.45
boskop       STAT_EXE.2560  2560  2560   250     9    412.33      4.35
boskop            PRO.2560  2560  2560   250     9    411.33 --------- --------- ---------  92664.63 0.17 0.71 10.12   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     9    427.76 --------- --------- ---------  92960.37 0.16 0.71 10.11   2016.07   1437.55
boskop            PRO.2560  2560  2560   250     9    411.53 --------- --------- ---------  92611.60 0.17 0.71 10.03   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     9    419.68 --------- --------- ---------  92857.03 0.17 0.71 10.05   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     9    411.56 --------- --------- ---------  92785.56 0.17 0.71 10.05   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     9    414.02 --------- --------- ---------  92923.56 0.17 0.71 10.10   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     9    418.22 --------- --------- ---------  92765.30 0.17 0.71 10.10   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     9    419.11 --------- --------- ---------  92900.05 0.17 0.71 10.16   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     9    424.35 --------- --------- ---------  92808.28 0.16 0.71 10.07   2015.98   1437.55
boskop            PRO.2560  2560  2560   250     9    421.17 --------- --------- ---------  92925.71 0.16 0.71 10.10   2015.98   1437.55
boskop       MEAN_PRO.2560  2560  2560   250     9    417.87 --------- --------- ---------  92820.21 0.17 0.71 10.09   2015.99   1437.55
boskop        STD_PRO.2560  2560  2560   250     9      5.42 --------- --------- ---------    110.12 0.00 0.00  0.04      0.03      0.00
boskop       STAT_PRO.2560  2560  2560   250     9    417.87      5.42 --------- --------- --------- --------- --------- ---------  92820.21    110.12 0.17 0.00 0.71 0.00 10.09  0.04   2015.99      0.03   1437.55      0.00
boskop            EMU.2560  2560  2560   250     9    400.93    396.89     33.78     14.79  90897.05 0.17 0.66 10.01   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     9    388.85    384.89     33.17     14.32  90996.50 0.17 0.66 10.03   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     9    400.25    396.13     37.44     14.86  90995.84 0.17 0.66 10.00   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     9    396.93    392.93     37.89     14.37  90944.57 0.17 0.66 10.07   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     9    397.53    393.57     35.75     14.77  91036.16 0.17 0.66 10.07   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     9    394.54    390.44     35.79     14.38  90977.93 0.17 0.66 10.00   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     9    392.20    388.21     35.65     14.26  90901.37 0.17 0.66 10.04   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     9    393.86    389.81     36.34     14.32  90929.21 0.17 0.66 10.03   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     9    400.43    396.43     36.65     14.22  90918.37 0.17 0.66 10.03   2015.41   1438.00
boskop            EMU.2560  2560  2560   250     9    391.68    387.54     36.50     14.47  90898.48 0.17 0.66  9.97   2015.41   1438.00
boskop       MEAN_EMU.2560  2560  2560   250     9    395.72    391.68     35.90     14.48  90949.55 0.17 0.66 10.03   2015.41   1438.00
boskop        STD_EMU.2560  2560  2560   250     9      3.94      3.94      1.40      0.23     46.64 0.00 0.00  0.03      0.00      0.00
boskop       STAT_EMU.2560  2560  2560   250     9    395.72      3.94    391.68      3.94     35.90      1.40     14.48      0.23  90949.55     46.64 0.17 0.00 0.66 0.00 10.03  0.03   2015.41      0.00   1438.00      0.00

